1244,-388,6936,,898,-191,6869
1312,-480,6748,,1100,-319,6812
1100,-288,6452,,1203,-349,6719
1028,112,6072,,1171,-261,6552
748,340,6120,,1047,-79,6348
560,352,5836,,859,129,6120
604,588,5924,,735,348,5988
496,476,6216,,602,439,6024
444,520,6180,,526,484,6039
620,468,5740,,541,513,6015
664,504,5520,,556,492,5914
880,384,5228,,652,469,5667
844,368,5348,,752,431,5459
612,336,5636,,750,398,5433
480,500,5836,,704,397,5512
400,524,5592,,584,432,5603
180,700,6224,,418,515,5822
36,724,6468,,274,612,6030
60,624,6424,,169,643,6177
60,396,6360,,84,611,6369
164,632,6028,,80,594,6320
-1636,2052,9256,,-338,926,7017
-2460,2016,9476,,-968,1274,7780
-976,1204,6332,,-1227,1476,7773
204,724,5644,,-1217,1499,7677
848,820,6500,,-596,1191,6988
1164,524,6600,,310,818,6269
1252,216,6212,,867,571,6239
1408,-148,6412,,1168,353,6431
1260,100,6676,,1271,173,6475
980,196,6680,,1225,91,6495
968,356,6104,,1154,126,6468
832,460,6148,,1010,278,6402
600,688,6216,,845,425,6287
516,844,6120,,729,587,6147
452,780,6024,,600,693,6127
384,852,6144,,488,791,6126
328,780,6356,,420,814,6161
248,832,6276,,353,811,6200
352,896,5952,,328,840,6182
460,672,5940,,347,795,6131
568,496,6324,,407,724,6123
556,416,6956,,484,620,6293
356,644,6920,,485,557,6535
372,740,7108,,463,574,6827
228,908,6996,,378,677,6995
552,804,6736,,377,774,6940
796,-960,6992,,487,373,6958
1320,388,6728,,724,285,6863
920,504,5704,,897,184,6540
948,132,6552,,996,16,6494
1040,-108,6364,,1057,229,6337
1148,-236,6464,,1014,73,6271
796,-204,6640,,983,-104,6505
692,-160,6828,,919,-177,6574
684,96,6768,,830,-126,6675
184,440,6588,,589,43,6706
-72,740,6880,,372,279,6766
308,404,6624,,276,420,6715
448,108,6400,,217,423,6623
676,68,6448,,340,330,6588
788,168,6456,,555,187,6482
1036,304,5920,,737,162,6306
1208,276,5932,,927,204,6189
800,716,5628,,958,366,5984
520,892,5780,,891,547,5815
364,772,5524,,723,664,5716
648,812,5936,,583,798,5717
884,652,5840,,604,782,5770
480,392,5892,,594,657,5798
204,612,6292,,554,617,5990
180,320,6540,,437,494,6141
304,176,6860,,292,375,6396
816,-264,7276,,376,211,6742
1056,-552,7176,,589,-80,6963
708,-312,7128,,721,-238,7110
564,-248,7344,,786,-344,7231
524,124,7316,,713,-247,7241
156,160,7112,,488,-69,7225
264,-16,7416,,377,5,7297
228,56,7428,,293,81,7318
268,-56,7452,,229,36,7352
336,156,7200,,274,35,7374
548,420,7184,,345,144,7316
928,724,7368,,520,311,7301
456,340,6864,,567,410,7154
128,216,7044,,515,425,7115
-16,112,7008,,374,348,7071
792,972,6012,,340,410,6732
192,-356,6568,,274,236,6658
528,348,6564,,374,269,6538
708,232,6360,,555,299,6376
896,564,6292,,581,197,6446
616,864,6168,,687,502,6346
300,1008,6464,,630,667,6321
212,948,6352,,506,846,6319
292,708,6360,,355,882,6336
364,1152,6604,,292,954,6445
464,692,6504,,333,875,6455
508,716,6596,,407,817,6516
232,900,6360,,392,865,6516
-40,1084,6368,,291,848,6457
-100,1240,6596,,150,985,6480
-700,-1256,8392,,-152,492,6929
444,3240,6808,,-99,1077,7041
236,1140,6472,,-30,1091,7067
620,856,6072,,150,995,6936
324,740,6352,,406,1494,6426
200,704,6860,,345,860,6439
400,968,6800,,386,817,6521
484,1016,6808,,352,857,6705
440,1268,6852,,381,989,6830
240,1412,7016,,391,1166,6869
-152,1272,6908,,253,1242,6896
-16,1384,6808,,128,1334,6896
260,1040,6776,,83,1277,6877
492,1096,6736,,146,1198,6807
280,1344,6496,,254,1216,6704
48,1104,6488,,270,1146,6624
192,976,6276,,253,1130,6499
476,884,5908,,249,1077,6292
644,1136,6100,,340,1025,6193
556,1032,6088,,467,1007,6093
620,832,6508,,574,971,6151
488,820,6392,,577,955,6272
344,900,6732,,502,896,6430
512,968,6796,,491,880,6607
696,1052,6724,,510,935,6661
836,1092,6660,,597,1003,6728
864,732,6784,,727,961,6741
960,712,7024,,839,897,6798
884,752,7400,,886,822,6967
960,624,7744,,917,705,7238
1244,208,8020,,1012,574,7547
1272,-264,8552,,1090,330,7929
1428,-612,8840,,1226,-11,-8095
1632,-520,9616,,1394,-297,-7627
1448,-452,9756,,1445,-462,-7193
1336,-668,10456,,1461,-563,-6717
1304,-808,10560,,1430,-612,-6287
1388,-924,10800,,1369,-713,-5991
1264,-916,10932,,1323,-829,-5697
1348,-820,10836,,1326,-867,-5602
1144,-752,10636,,1286,-853,-5583
868,-856,10304,,1156,-836,-5707
684,-568,10288,,1011,-749,-5868
180,-152,9716,,719,-582,-6148
72,300,8700,,451,-319,-6632
56,1084,7560,,248,166,-7318
708,1544,6836,,254,694,-8181
876,2156,5824,,428,1271,7230
752,2320,5308,,598,1776,6382
200,2196,4564,,634,2054,5633
68,2364,3872,,474,2259,4892
-112,3416,3124,,227,2574,4217
176,4292,2148,,83,3067,3427
872,4828,1556,,251,3725,2675
948,4876,1552,,471,4353,2095
680,4792,1568,,669,4697,1706
632,4764,1308,,783,4815,1496
596,4820,1300,,714,4813,1432
376,5044,768,,571,4855,1236
228,5736,812,,458,5091,1047
184,6072,1296,,346,5418,1044
316,6264,1336,,276,5779,1053
952,6040,1000,,420,6028,1111
1624,6000,736,,769,6094,1092
1872,6432,108,,1191,6184,795
1668,6868,440,,1529,6335,571
968,7140,472,,1533,6610,439
92,7144,920,,1150,6896,485
-432,7072,1576,,574,7056,852
-856,6596,2024,,-57,6988,1248
-880,6536,2064,,-519,6837,1646
512,6492,1276,,-414,6674,1735
2180,7148,-120,,239,6693,1311
2668,7724,-408,,1120,6975,703
2100,7676,-292,,1865,7260,114
708,7592,136,,1914,7535,-171
-140,7316,912,,1334,7577,87
-1076,6980,1540,,398,7391,574
-1016,6848,1276,,-381,7184,966
236,6828,-64,,-499,6993,916
1576,7180,-1284,,-70,6959,367
2692,8088,-2588,,872,7236,-665
2824,8504,-3416,,1832,7650,-1838
1980,8764,-3772,,2268,8134,-2765
648,8756,-4180,,2036,-7856,-3489
-756,8552,-3940,,1174,-7740,-3827
-1620,8400,-4364,,63,-7766,-4064
-1752,8356,-4820,,-870,-7868,-4326
-1240,8328,-5732,,-1342,-7975,-4714
-296,8372,-6356,,-1227,-8020,-5318
356,8444,-6272,,-733,-8009,-5795
436,8692,-5432,,-186,-7925,-5948
320,8660,-4448,,204,-7842,-5627
688,8356,-3748,,450,-7846,-4975
1156,8084,-3036,,650,-7936,-4166
1428,7680,-2208,,898,-8189,-3360
1664,7880,-1576,,1234,8000,-2642
1552,7760,-936,,1450,7851,-1939
1556,7920,-532,,1550,7810,-1313
1388,8128,-436,,1540,7922,-870
1336,8324,-624,,1458,8033,-632
1424,8432,-1024,,1426,-8183,-654
1572,8356,-1256,,1430,-8074,-835
1644,8456,-1556,,1494,-7992,-1115
1140,8344,-1296,,1445,-7987,-1283
976,8248,-1180,,1333,-8033,-1322
716,8304,-1436,,1119,-8046,-1367
692,8200,-1788,,881,-8110,-1425
704,8396,-2284,,772,-8097,-1672
580,8676,-2632,,673,-7990,-2035
508,8588,-2604,,621,-7919,-2327
764,8364,-2492,,639,-7878,-2503
844,8192,-2588,,674,-7929,-2579
756,7856,-2536,,718,-8134,-2555
588,7792,-2876,,738,8051,-2623
524,7920,-3328,,678,7940,-2832
308,8048,-3240,,544,7904,-2995
152,8068,-2940,,393,7957,-3096
152,7892,-2440,,284,7982,-2987
324,7780,-1864,,234,7947,-2621
424,7420,-1488,,263,7790,-2183
340,6768,-1452,,310,7465,-1811
-172,6532,-1312,,229,7125,-1529
-464,6580,-1124,,32,6825,-1344
-136,6440,-964,,-108,6580,-1213
400,6624,-608,,-93,6544,-1002
1328,6484,-104,,282,6532,-700
1300,5756,692,,723,6326,-246
900,4716,1144,,982,5895,281
320,4228,1664,,962,5296,849
384,4376,1688,,726,4769,1297
668,5004,2012,,568,4581,1627
756,5596,2280,,532,4801,1911
1096,5600,2600,,726,5144,2145
1412,4768,3104,,983,5242,2499
1572,3964,3468,,1209,4982,2863
1488,3460,4164,,1392,4448,3334
1112,3216,4532,,1396,3852,3817
1352,3288,4456,,1381,3482,4155
1428,3284,5232,,1345,3312,4596
992,3284,5720,,1221,3268,4985
500,3492,5792,,1068,3337,5300
932,3284,6236,,963,3336,5745
1768,3024,6380,,1048,3271,6032
2748,2044,7212,,1487,2961,6405
2896,1352,8492,,2086,2426,7080
2064,904,9044,,2369,1831,7782
1308,888,9208,,2254,1297,-7895
1260,1552,8756,,1882,1174,-7509
1276,1780,8432,,1477,1281,-7524
1904,1812,7688,,1437,1508,-7863
2524,1740,7872,,1741,1721,8187
2884,1392,8172,,2147,1681,8041
2628,772,8048,,2485,1429,7945
1640,232,8344,,2419,1034,8109
668,536,7988,,1955,733,8138
388,1120,7304,,1331,665,7921
704,1664,6560,,850,888,7549
1552,1680,6452,,828,1250,7076
1976,1420,7024,,1155,1471,6835
1788,740,7728,,1505,1376,6941
1440,-96,7968,,1689,936,7293
1172,-532,8576,,1594,383,7824
984,-160,7992,,1346,-12,8066
956,556,7688,,1138,-58,8056
1060,1028,7444,,1043,223,7925
1184,928,7668,,1046,588,7698
1120,364,8352,,1080,719,7788
1004,-184,8324,,1092,534,7947
1076,-620,8260,,1096,122,8151
1288,-564,8140,,1122,-251,-8115
1356,-452,7852,,1181,-455,8144
1356,-140,7532,,1269,-444,7946
1400,52,7372,,1350,-276,7724
1480,-16,7100,,1398,-139,7464
1384,-160,7076,,1405,-66,7270
1260,-132,7008,,1381,-64,7139
1200,-168,6996,,1331,-119,7045
1076,-280,6664,,1230,-185,6936
1096,-308,6604,,1158,-222,6818
1060,96,6384,,1108,-165,6662
1092,188,6540,,1081,-76,6548
1028,224,6688,,1069,50,6554
1068,52,6872,,1062,140,6621
1140,-4,7116,,1082,115,6804
1304,-256,7276,,1135,4,6988
1296,-392,7604,,1202,-150,7217
1252,-304,8036,,1248,-239,7508
1256,-484,8492,,1277,-359,7852
1164,-656,8832,,1242,-459,-8143
1152,-608,9152,,1206,-513,-7756
1628,-756,9184,,1300,-626,-7469
1732,-596,9112,,1419,-654,-7314
1684,-600,9664,,1549,-640,-7106
1580,-432,9696,,1656,-596,-6970
1512,-108,9412,,1627,-434,-6913
1732,112,9188,,1627,-257,-6894
2016,284,9304,,1710,-36,-6984
1856,304,9184,,1779,148,-7112
1588,368,9360,,1798,267,-7125
1276,592,8904,,1684,387,-7196
1172,1004,8400,,1473,567,-7422
1068,1288,8256,,1276,813,-7654
1168,1560,7804,,1171,1111,-8043
1116,1740,7484,,1131,1398,7986
1036,1836,7088,,1097,1606,7658
1084,1828,6668,,1101,1741,7261
936,2196,6128,,1043,1900,6842
804,2576,5776,,965,2109,6415
776,2944,5672,,900,2386,6061
476,2972,5164,,748,2672,5685
320,2980,5024,,594,2868,5409
296,2916,4576,,467,2953,5109
364,3084,4752,,364,2988,4879
504,3328,3912,,371,3077,4566
900,3636,3284,,516,3241,4131
1156,3996,3240,,731,3511,3797
864,4284,3140,,856,3811,3394
368,4568,2552,,822,4121,3054
280,4800,2492,,667,4412,2856
72,5104,2000,,396,4689,2546
344,5220,1704,,266,4923,2187
512,5188,1196,,302,5078,1848
976,5608,556,,476,5280,1364
1344,6004,-84,,794,5505,843
1660,6496,-544,,1123,5824,281
1176,6572,-476,,1289,6170,-137
656,6996,-944,,1209,6517,-512
448,7428,-828,,985,6873,-698
320,7628,-500,,650,7156,-687
72,7232,48,,374,7321,-556
120,7216,-116,,240,7376,-349
404,7276,-244,,229,7338,-203
1060,7664,-528,,414,7347,-210
1556,7988,-888,,785,7536,-444
1104,8020,-680,,1031,7737,-585
560,7968,-464,,1070,7910,-640
232,7868,-80,,863,7961,-528
-36,7580,72,,465,7859,-288
136,7708,8,,223,7781,-116
644,7664,-40,,244,7705,-10
872,7884,-328,,404,7709,-72
1232,7932,-912,,721,7797,-318
1236,8056,-1068,,996,7884,-587
1236,8264,-1248,,1144,8034,-889
1152,8228,-1664,,1214,8120,-1223
616,8232,-1952,,1060,-8189,-1483
100,8068,-1848,,776,-8186,-1678
-332,7984,-1620,,384,8128,-1771
-584,7988,-1616,,-50,8068,-1759
108,8164,-2016,,-177,8051,-1775
464,8312,-2492,,-86,8112,-1936
680,8432,-2536,,167,-8160,-2165
704,8256,-2856,,489,-8093,-2475
568,8288,-2740,,604,-8062,-2656
508,8540,-2556,,615,-8005,-2672
400,8316,-2208,,545,-8034,-2590
208,8296,-2528,,421,-8024,-2508
216,8424,-2072,,333,-7990,-2341
260,8352,-1780,,271,-8037,-2147
332,8212,-1900,,254,-8063,-2070
436,8312,-1920,,311,-8059,-1918
256,8304,-1580,,321,-8089,-1795
212,8348,-1348,,309,-8090,-1687
180,8288,-1316,,271,-8071,-1541
672,8408,-1216,,330,-8047,-1365
732,8296,-1448,,449,-8049,-1332
424,8240,-1244,,502,-8076,-1306
344,8232,-1312,,543,-8090,-1305
484,8264,-1272,,496,-8126,-1319
480,8300,-1292,,433,-8125,-1280
436,8364,-1304,,436,-8094,-1295
252,8196,-1200,,413,-8103,-1267
328,8288,-1200,,374,-8097,-1249
556,8156,-1232,,393,-8133,-1234
528,8252,-1340,,416,-8161,-1243
464,8420,-1452,,469,-8105,-1306
476,8440,-1624,,506,-8067,-1412
556,8364,-1584,,506,-8015,-1500
544,8280,-1576,,510,-8008,-1559
296,8192,-1500,,468,-8065,-1571
220,8304,-1400,,404,-8099,-1515
292,8268,-1468,,338,-8123,-1486
244,8108,-1540,,263,-8166,-1477
368,8104,-1472,,281,-8188,-1470
336,8000,-1524,,310,8120,-1501
192,8148,-1904,,285,8090,-1610
84,8348,-2116,,245,8150,-1754
188,8296,-2080,,200,-8186,-1906
332,8364,-1964,,199,-8095,-2016
488,8388,-1648,,273,-8035,-1952
640,8232,-1504,,412,-8064,-1799
904,8124,-1580,,591,-8107,-1674
956,7984,-1556,,747,8182,-1572
732,8044,-1640,,808,8096,-1570
468,7944,-1820,,765,8024,-1649
484,8132,-2028,,660,8026,-1761
596,8220,-2456,,570,8085,-1986
832,8184,-2300,,595,8120,-2151
720,8068,-2064,,658,8151,-2212
700,7724,-2020,,712,8049,-2210
568,7576,-1820,,705,7888,-2051
316,7564,-1624,,576,7733,-1882
-56,7276,-1568,,382,7535,-1758
104,7092,-1448,,233,7377,-1615
228,7068,-1036,,148,7250,-1419
400,7316,-392,,169,7188,-1111
452,6960,108,,296,7109,-692
520,6840,548,,400,7046,-193
264,6300,1232,,409,6854,374
-64,5792,1528,,293,6473,854
128,5912,1668,,212,6211,1244
824,5852,2236,,288,5964,1666
1380,5788,2608,,567,5836,2010
1156,5684,2588,,872,5809,2275
756,5588,2704,,1029,5728,2534
540,5628,2828,,958,5672,2682
632,5288,3124,,771,5547,2811
1368,5184,2948,,824,5422,2901
1812,5168,3604,,1088,5317,3126
2180,4932,3460,,1498,5143,3284
2232,4760,3768,,1898,5011,3445
1904,4412,4312,,2032,4818,3786
1340,4008,4864,,1914,4528,4101
1028,3892,4348,,1626,4268,4323
1192,4284,4404,,1366,4149,4482
1928,4592,4508,,1372,4194,4531
2352,4164,5116,,1625,4233,4594
2292,3272,5396,,1941,4078,4856
1784,2556,6004,,2089,3646,5256
1236,2440,6004,,1916,3108,5630
1452,2632,5752,,1691,2725,5789
1820,2604,6320,,1573,2558,6020
1876,2176,6496,,1596,2463,6143
1364,2088,6852,,1628,2375,6355
1488,2020,7116,,1637,2222,6696
2012,1536,7416,,1685,1955,6970
2724,944,7572,,1897,1647,7239
2300,508,8180,,2131,1252,7571
1472,492,8224,,2127,870,7848
792,724,8044,,1822,667,8005
840,1076,7132,,1351,700,7895
1224,1424,6860,,1082,929,7565
1584,1164,6872,,1110,1097,7227
1628,940,7512,,1319,1151,7094
1516,256,7948,,1488,946,7298
1548,-60,8132,,1569,575,7616
1316,-132,8184,,1502,251,7944
1408,264,7708,,1447,82,7993
1372,612,7376,,1411,171,7850
1432,916,6968,,1382,415,7559
1232,860,7152,,1361,663,7301
1264,688,7372,,1325,769,7217
1136,256,7856,,1266,680,7337
1004,-236,8316,,1159,392,7674
1092,-396,8176,,1124,78,7930
1064,-556,8344,,1074,-233,8173
1180,-588,8008,,1085,-444,-8173
1288,-400,7772,,1156,-485,8075
1240,-280,7148,,1193,-456,7818
1356,-104,7116,,1266,-343,7511
1612,-92,6860,,1374,-219,7224
1556,-272,6828,,1441,-187,6988
1396,-332,6880,,1480,-200,6921
1272,-348,7076,,1459,-261,6911
1152,-436,6876,,1344,-347,6915
1072,-528,6956,,1223,-411,6947
1152,-488,7088,,1162,-450,6999
1320,-476,7012,,1174,-482,6983
1628,-408,7040,,1293,-475,7024
1556,-540,7152,,1414,-478,7073
1312,-532,7156,,1454,-489,7090
1396,-556,7076,,1473,-509,7106
1396,-452,6796,,1415,-520,7045
1372,-364,6752,,1369,-476,6945
1484,-220,6676,,1412,-398,6825
1416,-140,6360,,1417,-294,6646
1496,8,6196,,1442,-179,6496
1496,32,6284,,1473,-80,6379
1480,88,6184,,1472,-3,6256
1400,112,6384,,1468,60,6262
1500,40,6400,,1469,68,6313
1476,-12,6304,,1464,57,6318
1360,-4,6480,,1434,34,6392
1428,4,6468,,1441,7,6413
1436,68,6592,,1425,14,6461
1384,-72,6600,,1402,-1,6535
1296,-176,6664,,1386,-44,6581
1288,-196,6552,,1351,-94,6602
1372,-132,6544,,1335,-144,6590
1228,-80,6612,,1296,-146,6593
1292,-36,6588,,1295,-111,6574
1328,-8,6524,,1305,-64,6567
1284,-56,6464,,1283,-45,6547
1376,-32,6368,,1320,-33,6486
1396,24,6476,,1346,-18,6458
1472,-76,6476,,1382,-35,6446
1584,-36,6536,,1457,-30,6464
1488,-76,6676,,1485,-41,6541
1468,-36,6748,,1503,-56,6609
1560,-92,6668,,1525,-60,6657
1540,68,6836,,1514,-34,6732
1460,68,6696,,1507,2,6737
1360,8,6868,,1480,13,6767
1224,-96,6844,,1396,12,6811
1332,-84,7076,,1344,-26,6871
1288,-52,7064,,1301,-56,6963
1544,-236,7036,,1347,-117,7005
1588,-316,7264,,1438,-172,7110
1472,-288,7708,,1473,-223,7268
1532,-256,7620,,1534,-274,7407
1632,-208,7496,,1556,-267,7522
1656,-188,7584,,1573,-235,7602
1720,-84,7628,,1635,-184,7582
1616,-44,7856,,1656,-131,7641
1612,-56,7752,,1651,-93,7705
1784,-88,7980,,1683,-68,7804
1808,-52,8348,,1705,-60,7984
1912,-60,8228,,1779,-64,8077
1856,268,8252,,1840,17,-8182
1792,404,8348,,1842,140,-8090
1540,540,8484,,1775,288,-8056
1512,544,8336,,1675,439,-8029
1608,788,8088,,1613,569,-8070
1660,936,8020,,1580,702,-8152
1436,1000,8060,,1554,817,8126
1288,1288,7968,,1498,1003,8034
1212,1212,7796,,1399,1109,7961
1336,1344,7912,,1318,1211,7934
1352,1324,7636,,1297,1292,7828
1404,1408,7392,,1326,1322,7684
1300,1764,7464,,1348,1460,7601
1212,1888,7228,,1317,1596,7430
1216,2060,6868,,1283,1780,7238
1136,2288,6764,,1216,2000,7081
1108,2444,6668,,1168,2170,6882
1000,2308,6492,,1115,2275,6698
1040,2372,6336,,1071,2353,6565
